id,name_vi,region,category,meal_types,prep_time_min,cook_time_min,difficulty,calories,protein_g,carbs_g,fat_g,fiber_g,sodium_mg,sugar_g,price_est_vnd_min,price_est_vnd_max,diet_tags,allergens,taste_profile,spice_level,servings,image_url,description,ingredients,utensils,steps,suitable_for,avoid_for
che-dau-ngu-nuoc-cot-dua,Chè đậu ngự nước cốt dừa,Nam,main,lunch,20,35,easy,290,6,48,8,5,150,28,15000,25000,vegetarian,Nước cốt dừa,"Đậu ngự bùi béo tan trong miệng, nước chè ngọt thanh, cốt dừa béo ngậy",0,1,https://cdn.tgdd.vn/2021/09/CookRecipe/Avatar/che-dau-ngu-hat-sen-thumbnail-2.jpg,"Món chè ngọt mát Nam Bộ sử dụng hạt đậu ngự lớn, nấu chín nhừ thanh tao kết hợp cùng nước cốt dừa dầm béo ngậy ăn nóng hoặc đá đều ngon.","Hạt đậu ngự tươi (đã bóc vỏ): 300g, Đường phèn: 120g, Nước cốt dừa đặc: 150ml, Bột năng: 10g, Lá dứa (lá nếp): 3 lá, Muối tinh: 2g, Nước lọc: 800ml.","Nồi nấu chè, nồi nhỏ thắng nước cốt dừa.","Đậu ngự tươi rửa sạch, cho vào nồi luộc với nước lọc đến khi hạt đậu chín mềm, bở bùi nhưng không bị nát. Thêm đường phèn và lá dứa vào nồi đậu, đun lửa nhỏ 10 phút cho hạt đậu ngậm đường ngọt thanh. Làm nước cốt dừa: Cho nước cốt dừa đặc vào nồi nhỏ, thêm muối, 20g đường và bột năng hòa tan với chút nước, khuấy đều trên lửa nhỏ đến khi hỗn hợp sệt lại. Múc chè đậu ngự ra ly hoặc chén. Chan một vá nước cốt dừa béo ngậy lên trên mặt, có thể thêm đá bào nếu ăn lạnh.",Ăn chay (Vegetarian),
nam-tram-xao-tom-thit,Nấm tràm xào tôm thịt,Nam,main,lunch,30,15,medium,280,22,10,14,3,650,4,80000,130000,balanced,"Tôm, Nước mắm","Vị đắng nhẹ thanh tao hậu ngọt sâu, tôm thịt béo ngọt, thơm nồng vị tiêu",1,1,https://nhahangcontoc.com/wp-content/uploads/2022/09/Nau-an-voi-Nam-tram-Nam-tram-xao-tom-thit-Chao-gio-heo-nam-tram-1-e1601235110290.jpg,"Món ăn đặc sản mùa mưa của Phú Quốc và vùng đất miền Nam, nấm tràm có vị đắng độc mộc tự nhiên nhưng khi kết hợp với tôm thịt lại tạo ra vị ngọt hậu vô cùng lôi cuốn.","Nấm tràm tươi: 250g, Tôm sú tươi: 150g, Thịt ba chỉ heo: 100g, Hành tím băm: 15g, Tỏi băm: 10g, Hành lá: 20g, Tiêu xay: 5g, Nước mắm: 20ml, Hạt nêm: 10g, Dầu ăn: 20ml.","Chảo xào, nồi luộc nấm.","Nấm tràm gọt sạch đất, ngâm nước muối 15 phút, đem luộc sơ với chút muối khoảng 3 phút để giảm bớt độ đắng bớt gắt rồi vớt ra xả nước lạnh, vắt ráo. Tôm lột vỏ bỏ chỉ đen; thịt ba chỉ thái mỏng vừa ăn. Phi thơm hành tím và tỏi băm với dầu ăn trên chảo, cho thịt ba chỉ và tôm vào xào săn chín tới, múc tạm ra đĩa. Tiếp tục dùng chảo đó, cho nấm tràm vào xào lửa lớn, nêm nước mắm và hạt nêm cho thấm vị nấm. Trút đĩa tôm thịt vào xào chung với nấm thêm 2 phút, rắc hành lá cắt khúc và thật nhiều tiêu xay lên trên rồi tắt bếp.",Cân bằng,
banh-xeo-mien-tay,Bánh xèo miền Tây,Nam,main,dinner,40,30,medium,450,18,60,15,6,820,5,50000,90000,balanced,"Tôm, Nước mắm","Vỏ bánh giòn rụm, thơm mùi cốt dừa và nghệ, nhân tôm thịt đậm đà",1,1,https://i-giadinh.vnecdn.net/2023/09/19/Buoc-10-Thanh-pham-1-1-5225-1695107554.jpg,"Loại bánh xèo khổ lớn đặc trưng của miền Tây với vành bánh mỏng giòn, ăn kèm hàng chục loại rau rừng và nước mắm chua ngọt.","Bột bánh xèo: 200g, Nước cốt dừa: 100ml, Tôm đất: 100g, Thịt ba rọi: 100g, Đậu xanh xanh cà: 50g, Giá đỗ: 100g, Hành lá: 20g, Bột nghệ: 5g, Rau sống các loại: 200g, Nước mắm: 30ml, Đường: 20g, Nước cốt chanh: 15ml.","Chảo nhôm lớn, vá múc bột.","Pha bột bánh xèo với nước cốt dừa, nước lọc, bột nghệ và hành lá. Xào sơ tôm và thịt ba rọi thái mỏng. Đổ bột vào chảo nóng, láng thật mỏng, cho nhân và giá đỗ vào giữa. Đậy nắp 2 phút rồi mở ra chiên đến khi vành bánh giòn vàng, gập đôi bánh. Pha nước mắm chua ngọt đồ chua, ăn kèm rau sống.",Cân bằng,
ca-linh-kho-lat,Cá linh kho lạt,Nam,main,dinner,15,15,easy,260,24,4,12,1,750,5,60000,100000,balanced,"Cá, Nước mắm","Vị ngọt béo của cá mùa nước nổi, thơm nồng mùi nghệ và dừa tươi",1,1,https://i-giadinh.vnecdn.net/2022/08/23/Thanh-pham-1-1-8947-1661240794.jpg,"Món ăn linh hồn của mùa nước nổi miền Tây, cá linh non xương mềm xèo, kho lạt để giữ nguyên vị ngọt tự nhiên.","Cá linh non: 400g, Nước dừa tươi: 200ml, Nghệ tươi băm: 20g, Hành tím băm: 15g, Nước mắm cốt: 30ml, Đường: 10g, Tiêu xay: 5g, Ớt: 5g.",Nồi đất hoặc chảo sâu lòng.,"Cá linh làm sạch, để nguyên con (không bỏ đầu/ruột vì cá non rất béo). Ướp cá với nghệ, hành băm và chút nước mắm. Cho nước dừa tươi vào nồi đun sôi, thả cá vào kho lửa lớn. Khi nước hơi cạn, nêm lại cho vừa vị ngọt thanh. Rắc tiêu và ớt, ăn kèm bông súng hoặc điên điển.",Eat clean,
dui-ga-chien-nuoc-mam,Đùi gà chiên nước mắm,Nam,main,dinner,20,20,easy,520,35,12,32,0,1250,15,60000,100000,balanced,"Gà, Nước mắm","Da gà giòn sần sật, xốt nước mắm kẹo lại mặn ngọt cay nồng",2,1,https://cdn.tgdd.vn/2021/03/CookProduct/1-1200x676-63.jpg,"Món ăn khoái khẩu của trẻ em và thanh niên miền Nam, đùi gà được áo lớp mắm đường đậm đà, óng ánh.","Đùi gà: 400g, Nước mắm: 40ml, Đường: 35g, Tỏi băm: 20g, Bột chiên giòn: 20g, Tiêu xay: 5g, Dầu ăn: 100ml.","Chảo chiên, giấy thấm dầu.","Gà rửa sạch, khía nhẹ, lăn qua bột chiên giòn mỏng. Chiên gà ngập dầu đến khi vàng giòn, vớt ra ráo dầu. Phi thơm tỏi, cho hỗn hợp mắm đường vào nấu đến khi nổi bong bóng. Cho gà vào đảo nhanh tay để xốt áo đều. Tắt bếp, rắc tiêu.",Cân bằng,
canh-chua-bong-dien-dien-ca-linh,Canh chua bông điên điển cá linh,Nam,main,dinner,20,15,easy,250,22,14,9,5,890,10,70000,120000,balanced,"Cá, Nước mắm","Chua thanh từ me, ngọt béo từ cá linh và vị nhẫn đặc trưng của điên điển",1,1,https://storage.googleapis.com/onelife-public/blog.onelife.vn/2021/10/cach-lam-canh-chua-ca-linh-bong-djien-djien-mien-tay-mon-chinh-736941591980.jpg,"Đặc sản mùa nước nổi, sự kết hợp tinh túy giữa sản vật sông ngòi và hoa dại miền Tây.","Cá linh non: 300g, Bông điên điển: 200g, Me chua: 50g, Ngò ôm, ngò gai: 20g, Nước mắm: 30ml, Đường: 25g, Ớt hiểm: 2 quả, Nước lọc: 1000ml.",Nồi nấu canh.,Nấu sôi nước với cốt me. Cho cá linh vào nấu chín (rất nhanh chín). Nêm gia vị mắm đường cho vừa miệng. Thả bông điên điển vào và tắt bếp ngay để rau giữ độ giòn. Rắc rau nêm và ớt.,Eat clean,
ba-roi-chien-sa-ot,Ba rọi chiên sả ớt,Nam,main,dinner,15,20,easy,480,20,5,42,2,720,3,50000,85000,keto,Nước mắm,"Thịt giòn bên ngoài, mềm béo bên trong, thơm nồng mùi sả cháy",2,1,https://cdn2.fptshop.com.vn/unsafe/1920x0/filters:format(webp):quality(75)/ba_roi_chien_sa_01_2c38dcfee2.jpg,Món cơm gia đình cực kỳ bắt vị với phần sả ớt chiên vàng bám chặt vào miếng thịt heo béo ngậy.,"Thịt ba rọi heo: 400g, Sả băm: 50g, Tỏi băm: 10g, Ớt băm: 10g, Muối: 5g, Hạt nêm: 5g, Dầu ăn: 30ml.",Chảo chiên.,"Thịt ba rọi thái miếng dài, ướp với sả, tỏi, ớt và gia vị. Để thịt thấm 15 phút. Cho dầu vào chảo, chiên thịt lửa vừa. Khi thịt vàng đều hai mặt, sả chuyển màu vàng giòn là đạt. Thái miếng vừa ăn khi thịt còn nóng.",Keto / Low-carb,
bun-mam-mien-tay,Bún mắm miền Tây,Nam,main,dinner,45,60,medium,550,32,65,18,7,1850,12,50000,80000,balanced,"Mắm cá, Tôm, Cá, Mực","Nước dùng mắm đậm đà, thơm mùi sả và ngải bún, nhân hải sản phong phú",1,1,https://www.huongnghiepaau.com/wp-content/uploads/2024/09/hoc-cach-lam-bun-mam-mien-tay.jpg,"Bản giao hưởng của mắm cá linh, cá sặc kết hợp với các loại đặc sản sông nước và rau đồng.","Mắm cá linh/sặc: 150g, Cá lóc: 100g, Tôm sú: 50g, Heo quay: 50g, Bún tươi: 200g, Sả cây: 3 nhánh, Ngải bún: 20g, Cà tím: 50g, Rau sống (bông súng, rau nhút): 100g.","Nồi nấu nước dùng, rây lọc mắm.","Nấu rã mắm cá với nước lọc, lọc lấy nước cốt. Đun sôi nước dùng với sả đập dập và ngải bún. Cho cà tím, cá, tôm vào nấu chín. Xếp bún ra tô, cho heo quay và nhân lên trên. Chan nước dùng mắm nóng hổi.",Cân bằng,
goi-cuon-tom-thit,Gỏi cuốn tôm thịt,Nam,main,dinner,30,15,easy,210,15,28,5,3,450,6,30000,60000,eatclean,"Tôm, Đậu phộng, Tương đậu nành","Tươi mát, vị ngọt tự nhiên của tôm thịt, nước xốt tương đen béo bùi",0,1,https://i-giadinh.vnecdn.net/2025/12/09/Goi-cuon-tom-thit-7-vnexpress-2800-5342-1765272698.jpg,"Món ăn nằm trong top những món ngon nhất thế giới, cực kỳ lành mạnh và đầy đủ dinh dưỡng.","Bánh tráng: 10 cái, Tôm sú: 200g, Thịt ba chỉ: 200g, Bún tươi: 200g, Hẹ: 20g, Rau thơm, xà lách: 100g, Tương đen: 50ml, Gan heo (làm xốt): 30g, Đậu phộng: 20g.","Nồi luộc, đĩa phẳng cuốn bánh.","Luộc chín tôm và thịt, tôm chẻ đôi, thịt thái lát mỏng. Nhúng ướt bánh tráng, xếp rau, bún, thịt và tôm (mặt đỏ hướng xuống). Đặt cọng hẹ thò ra ngoài rồi cuốn chặt tay. Làm nước chấm tương đen xào với gan xay và tỏi phi. Rắc đậu phộng rang lên xốt.",Eat clean,
dau-hu-kho-nam-rom,Đậu hũ kho nấm rơm,Nam,main,dinner,15,20,easy,180,14,10,9,3,550,5,20000,40000,vegetarian,Đậu nành,"Đậu hũ mềm béo thấm xốt mặn ngọt, nấm rơm giòn ngọt",1,1,https://cdn.tgdd.vn/2020/09/CookRecipe/GalleryStep/nam-rom-kho-dau-hu-10.jpg,"Món chay giản dị nhưng luôn có mặt trong bữa cơm của người miền Nam, cực kỳ đưa cơm.","Đậu hũ chiên: 300g, Nấm rơm: 150g, Nước tương: 30ml, Đường: 15g, Hành boa-rô: 10g, Tiêu xay: 5g, Nước lọc: 50ml.",Nồi đất hoặc chảo.,"Nấm rơm ngâm muối, rửa sạch. Phi thơm hành boa-rô, cho nấm vào xào sơ. Cho đậu hũ và hỗn hợp nước tương, đường vào nồi. Kho lửa nhỏ đến khi nước xốt sệt lại và thấm vào đậu. Rắc tiêu xay.",Ăn chay (Vegetarian),
suon-non-kho-khom,Sườn non kho khóm,Nam,main,dinner,20,30,medium,420,28,15,25,2,880,18,70000,120000,balanced,Nước mắm,"Sườn mềm, vị chua ngọt từ khóm kích thích vị giác",1,1,https://pasgo.vn/Upload/anh-blog/cach-lam-suon-kho-thom--kho-dua--ngon-mem--chua-ngot-an-het-sach-noi-com-400-173636784854.webp,"Khóm (dứa) giúp thịt sườn nhanh mềm và tạo ra nước kho vàng óng, chua ngọt tự nhiên.","Sườn non heo: 500g, Khóm (dứa): 200g, Hành tím băm: 20g, Nước mắm: 30ml, Đường: 20g, Nước màu: 5ml, Hành lá: 20g.",Nồi kho.,"Sườn chặt nhỏ, chần sơ, ướp gia vị hành băm. Xào sườn cho săn rồi cho nước màu vào. Cho khóm thái miếng vào kho chung. Thêm chút nước lọc, kho lửa nhỏ đến khi sườn mềm và nước kẹo lại. Rắc hành lá.",Cân bằng,
kho-qua-nhoi-ca-thac-lac,Khổ qua nhồi cá thác lác,Nam,main,dinner,30,25,medium,290,26,12,14,5,680,4,80000,130000,eatclean,"Cá, Nước mắm","Vị đắng thanh của khổ qua, nhân cá thác lác dai giòn sần sật",1,1,https://i.ytimg.com/vi/-lO9LrKqypk/maxresdefault.jpg,Món canh giải nhiệt và cũng là món ăn truyền thống trong ngày Tết miền Nam (với ý nghĩa khổ qua đi).,"Khổ qua (mướp đắng): 400g, Cá thác lác nạo sẵn: 250g, Hành tím: 20g, Hành lá: 20g, Muối: 15g, tiêu: 15g, hạt nêm: 15g, Nước dùng xương: 1000ml.","Nồi nấu canh, muỗng quết cá.","Quết cá thác lác với hành băm, tiêu thật kỹ để tạo độ dai. Khổ qua bỏ ruột, cắt khúc hoặc để nguyên. Nhồi cá vào trong khổ qua. Đun sôi nước dùng, cho khổ qua vào hầm lửa vừa đến khi chín mềm. Nêm gia vị vừa ăn, rắc hành ngò.",Eat clean,
ca-hu-kho-to,Cá hú kho tộ,Nam,main,dinner,20,25,medium,380,28,6,22,0,950,12,60000,110000,balanced,"Cá, Nước mắm","Thịt cá béo ngậy, xốt mắm đường sánh kẹo, cay nồng tiêu và ớt",2,1,https://thangbomquan.com/data/product/c%C3%A1%20%20h%C3%BA%20kho.jpeg,"Món kho đặc trưng Nam Bộ với cá da trơn béo mượt, luôn được thực khách yêu thích.","Cá hú cắt khúc: 500g, Mỡ gáy heo: 50g, Nước mắm: 40ml, Đường: 35g, Nước màu: 5ml, Hành tím:20g, tỏi băm: 20g, Tiêu xay: 5g, Ớt: 10g.",Nồi đất.,"Ướp cá với mắm, đường, nước màu và hành tỏi trong 20 phút. Thắng mỡ lấy tóp mỡ, phi thơm hành tỏi. Cho cá vào nồi đất kho lửa lớn cho săn. Hạ lửa nhỏ, kho đến khi nước sệt lại vàng óng. Cho tóp mỡ, tiêu và ớt lên mặt.",Cân bằng,
che-bap-nuoc-cot-dua,Chè bắp nước cốt dừa,Nam,main,lunch,15,25,easy,250,4,45,7,3,100,25,10000,20000,vegetarian,Nước cốt dừa,"Ngọt thanh mùi bắp nếp, dẻo nhẹ của bột năng và béo ngậy của cốt dừa",0,1,https://storage.googleapis.com/onelife-public/blog.onelife.vn/2021/10/cach-lam-che-bap-nuoc-cot-dua-beo-thom-mon-trang-mieng-479785504697.jpg,"Món tráng miệng dẻo thơm, kết hợp giữa bắp nếp và nước cốt dừa béo ngậy.","Bắp nếp tươi: 3 trái, Nước cốt dừa: 200ml, Đường cát: 100g, Bột năng: 20g, Lá dứa: 2 lá, Muối: 2g.",Nồi nấu chè.," Luộc bắp nếp rồi bào mỏng hạt. Nấu nước với lá dứa, cho bắp vào nấu chín. Thêm đường và bột năng pha loãng để tạo độ dẻo. Thắng nước cốt dừa với muối và đường. Chan cốt dừa lên chè bắp.",Ăn chay (Vegetarian),
rau-muong-xao-chao,Rau muống xào chao,Nam,main,lunch,10,5,easy,120,4,8,8,3,520,4,15000,30000,vegetarian,Đậu nành (chao),"Rau giòn xanh, vị béo nồng đặc trưng của chao trắng",1,1,https://cdn.tgdd.vn/2021/06/CookRecipe/GalleryStep/thanh-pham.jpg,Món xào dân dã nhưng cực kỳ đưa cơm với vị chao béo ngậy.,"Rau muống: 400g, Chao trắng: 3 viên, Tỏi băm: 15g, Đường: 10g, Dầu ăn: 20ml.",Chảo xào.,"Rau muống nhặt sạch, chần sơ nước sôi. Tán nhuyễn chao với chút đường. Phi thơm tỏi, cho rau muống vào xào lửa lớn. Đổ chao vào đảo nhanh tay. Tắt bếp bày ra đĩa.",Ăn chay (Vegetarian),
bi-cuon-mien-tay,Bì cuốn miền Tây,Nam,main,lunch,40,20,medium,240,18,30,6,4,600,10,30000,50000,balanced,"Nước mắm, Thính gạo","Thơm mùi thính, vị bùi bùi của da heo và thịt khìa",1,1,https://cdnv2.tgdd.vn/mwg-static/common/Common/20052025%20%286%29.jpg,"Sự kết hợp giữa bì giòn, thịt khìa thơm và rau sống, cuốn trong bánh tráng dẻo.","Bánh tráng: 10 cái, Da heo thái sợi: 100g, Thịt đùi khìa: 200g, Thính gạo: 30g, Rau sống: 100g, Bún: 100g.",Đĩa cuốn.,"Trộn da heo, thịt khìa thái sợi với thính gạo. Làm ướt bánh tráng. Xếp rau sống, bún và hỗn hợp bì lên bánh. Cuốn chặt tay. Ăn kèm nước mắm chua ngọt.",Cân bằng,
ca-dieu-hong-chien-xu,Cá diêu hồng chiên xù,Nam,main,lunch,15,15,easy,380,30,5,24,0,550,2,80000,150000,balanced,Cá,"Lớp vảy giòn tan, thịt cá trắng ngọt, ăn kèm mắm me",1,1,https://cdnv2.tgdd.vn/bhx-static/bhx/News/Images/2019/11/08/1216702/bhx-760_202410151623390079.jpg,"Cá được chiên nguyên vảy để tạo độ giòn xù độc đáo, giữ thịt bên trong ẩm ngọt.","Cá diêu hồng: 800g, Dầu ăn: 500ml, Rau sống: 200g, Mắm me: 50ml.",Chảo lớn.,"Làm sạch cá, để nguyên vảy, lau khô. Đun dầu thật nóng. Thả cá vào chiên ngập dầu đến khi vảy dựng lên và vàng giòn. Vớt ra ráo dầu. Chấm mắm me, cuốn rau sống.",Cân bằng,
suon-ram-man-ngot,Sườn ram mặn ngọt,Nam,main,lunch,15,25,easy,450,26,10,35,0,920,15,60000,100000,balanced,Nước mắm,"Màu vàng cánh gián, vị mặn ngọt đậm đà phủ đều miếng sườn",1,1,https://i.ytimg.com/vi/IdJ5MnryeOc/maxresdefault.jpg,Món mặn kinh điển trong mâm cơm Nam Bộ với nước xốt sệt óng ánh.,"Sườn non: 500g, Nước mắm: 30ml, Đường: 30g, Tỏi băm: 15g, Tiêu xay: 5g.",Chảo.,"Sườn chần sơ, ướp với tỏi và mắm. Chiên sườn cho vàng mặt. Cho hỗn hợp mắm đường vào. Ram lửa nhỏ đến khi nước xốt sệt lại bám vào sườn. Rắc tiêu.",Cân bằng,
lau-ca-linh-bong-sung,Lẩu cá linh bông súng,Nam,main,lunch,30,20,medium,420,30,40,15,8,1200,15,150000,250000,balanced,"Cá, Nước mắm","Nước dùng chua ngọt đậm đà, cá linh béo mượt hòa quyện bông súng giòn",1,1,https://cdn.tgdd.vn/2020/06/CookProductThumb/thum620-620x620-6.jpg,Món lẩu đặc sản miền Tây vào mùa nước nổi với vị chua thanh từ me.,"Cá linh: 300g, Bông súng: 200g, Kèo nèo: 100g, Me: 50g, Nước dùng: 1.5L.",Nồi lẩu.,Nấu nước dùng với cốt me chua ngọt. Sơ chế rau và cá linh. Khi ăn thả cá vào trước. Thả rau vào nhúng chín tái. Ăn kèm bún và nước mắm mặn.,Cân bằng,
bong-bi-nhoi-thit-chien-gion,Bông bí nhồi thịt chiên giòn,Nam,main,lunch,30,15,medium,350,18,25,20,3,650,3,40000,80000,balanced,"Trứng, Bột mì","Bông bí giòn tan, nhân thịt băm mộc nhĩ ngọt bùi",1,1,https://cdn.tgdd.vn/2021/05/CookRecipe/Avatar/bong-bi-nhoi-thit-chien-gion-thumbnail.jpg,"Sự sáng tạo từ bông bí vàng tươi, nhồi nhân thịt đậm đà chiên trong lớp bột giòn.","Bông bí tươi: 15 bông, Thịt heo băm: 200g, Mộc nhĩ: 20g, Bột chiên giòn: 100g.",Chảo chiên.,"Bông bí bỏ nhụy, rửa nhẹ tay. Trộn thịt băm với mộc nhĩ, gia vị. Nhồi nhân vào bông bí. Nhúng qua bột chiên giòn. Chiên vàng trong dầu nóng.",Cân bằng,
goi-cu-thu-dua-tom-thit,Gỏi củ hũ dừa tôm thịt,Nam,main,lunch,30,15,medium,290,20,15,12,6,720,12,120000,180000,eatclean,"Tôm, Đậu phộng, Nước mắm","Củ hũ dừa trắng nõn, giòn ngọt, vị chua thanh tinh tế",1,1,https://i.ytimg.com/vi/mDhh37fuDxI/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLAjr0WgwTuQYe3hz92a7EOR00UZZQ,"Đặc sản xứ dừa với phần nõn dừa non nhất, kết hợp cùng tôm thịt tươi ngon.","Củ hũ dừa: 300g, Tôm sú: 150g, Thịt ba chỉ: 150g, Đậu phộng: 20g, Nước mắm chua ngọt: 50ml.",Tô trộn.,"Củ hũ dừa thái lát, ngâm nước chanh cho trắng. Luộc chín tôm thịt, thái mỏng. Pha nước mắm trộn gỏi. Trộn tất cả nguyên liệu với nước xốt. Rắc đậu phộng, hành phi.",Eat clean,
bun-quay-phu-quoc,Bún Quậy Phú Quốc,Nam,main,breakfast,30,15,medium,350,28,45,6,2,980,10,45000,75000,eatclean,"Tôm, Cá, Mực","Ngọt thanh từ nước dùng luộc bún, đậm đà vị hải sản tươi, cay nồng tiêu và tắc",2,1,https://biolomix.vn/wp-content/uploads/2025/04/140413.jpg,"Đặc sản trứ danh của đảo ngọc Phú Quốc, điểm độc đáo là chả tôm mực được quết tươi vào tô rồi chan nước dùng nóng hổi, ăn kèm nước chấm tự pha ""quậy"" đều.","Chả tôm tươi: 80g, Chả mực tươi: 80g, Cá trích phi lê: 40g, Bún tươi: 150g, Hành lá: 20g, Tiêu Phú Quốc: 5g, Nước mắm: 15ml, Đường: 15g, Nước cốt tắc: 10ml, Ớt xay: 5g, Nước luộc bún: 400ml.","Tô lớn, muỗng (để quết), nồi nấu nước dùng.","Chuẩn bị hỗn hợp tôm mực tươi đã được quết nhuyễn với chút tiêu và hành tím. Dùng muỗng quết một lớp mỏng hỗn hợp tôm và mực vào quanh thành tô lớn. Cho hành lá xắt nhỏ và một ít tiêu vào tô. Nấu nước luộc bún cho thật sôi, chan trực tiếp vào tô để làm chín lớp chả tôm mực. Cho bún tươi vào tô, quậy đều để phần chả tróc ra. Tự pha nước chấm gồm: muối, đường, hạt tiêu, ớt và tắc, quậy đến khi sền sệt rồi múc một ít cho vào tô bún, phần còn lại để chấm hải sản.",Eat clean,
lau-cua-dong-hai-san,Lẩu cua đồng hải sản,Nam,main,lunch,40,30,medium,480,35,28,16,5,1350,8,180000,280000,balanced,"Cua đồng, Tôm, Nước mắm","Nước lẩu ngọt đậm đà từ riêu cua tự nhiên, vị thanh mát, thơm nồng hành phi",1,1,https://bizweb.dktcdn.net/thumb/1024x1024/100/400/734/products/lau-cua-dong-3.jpg?v=1617607810220,"Món lẩu tụ họp gia đình quen thuộc tại Nam Bộ, kết hợp giữa vị ngọt đồng nội của cua giã nhuyễn và các loại hải sản tươi sống sông nước.","Cua đồng xay sẵn: 400g, Tôm sú: 150g, Mực ống: 150g, Đậu hũ chiên: 2 miếng, Cà chua: 2 quả, Hành tím: 20g, Bún tươi: 400g, Rau mồng tơi:200g, mướp hương: 200g, Hạt nêm: 20g, Nước mắm: 25ml.","Nồi lẩu, rây lọc cua, chảo xào cà chua.","Hòa cua đồng xay với nước lọc, bóp nhẹ rồi lọc qua rây 2-3 lần để lấy nước cốt, bỏ bã. Đun nước cua trên lửa nhỏ, khuấy nhẹ tay theo một chiều đến khi riêu cua kết tụ thành mảng thì vớt ra để riêng. Phi thơm hành tím, xào cà chua tạo màu rồi trút vào nồi nước dùng cua. Nêm nếm hạt nêm, nước mắm cho vừa vị ngọt thanh. Khi ăn, bày đậu hũ, tôm, mực và các loại rau xung quanh nồi lẩu sôi sùng sục, dùng kèm bún tươi.",Cân bằng,
ga-hap-cu-nen,Gà Hấp Củ Nén,Nam,main,lunch,20,40,easy,390,32,8,18,1,690,2,150000,220000,eatclean,"Thịt gà, Nước mắm","Thịt gà ngọt dai tự nhiên, quyện chặt mùi thơm hăng nồng rất đặc trưng của củ nén giã dập",1,1,https://cdn.tgdd.vn/2022/08/CookDish/cach-lam-ga-kho-cu-nen-dam-da-thom-ngon-kho-cuong-cho-bua-com-avt-1200x676.jpg,"Món ăn bài thuốc dân dã của người miền trong, củ nén (hành tăm) không chỉ khử tanh cực tốt mà còn giúp món gà hấp có hương vị thơm ngon khó cưỡng.","Gà ta: 1.2kg, Củ nén: 100g, Lá chanh non: 5 lá, Nước mắm cốt: 30ml, Hạt nêm: 15g, Tiêu hạt giã dập: 5g, Dầu hành: 10ml.","Nồi hấp cách thủy lớn, cối giã củ nén.","Củ nén rửa sạch, cho vào cối giã dập (không giã quá nát). Trộn củ nén với nước mắm, hạt nêm, tiêu hạt và dầu hành để làm hỗn hợp ướp. Thoa đều hỗn hợp lên khắp mình gà và nhét một ít vào bên trong bụng gà, để thấm 30 phút. Lót một ít củ nén và lá chanh dưới xửng hấp, đặt gà lên trên. Hấp cách thủy lửa vừa trong 35-40 phút đến khi gà chín tới, da vàng bóng thơm nức.",Eat clean,
ca-chot-kho-sa-ot,Cá chốt kho sả ớt,Nam,main,lunch,20,20,easy,230,21,6,9,2,980,7,40000,70000,balanced,"Cá chốt, Nước mắm","Thịt cá săn chắc, béo ngậy, phủ đầy lớp sả ớt cay nồng, mặn ngọt đậm đà",3,1,https://cdn.tgdd.vn/2021/05/CookProduct/thumbcmscn-1200x676-7.jpg,"Loại cá sông đặc sản sông nước miền Tây, đặc biệt vào mùa trứng cá béo bùi, đem kho tộ với sả ớt băm thì hao cơm vô cùng.","Cá chốt tươi: 350g, Sả băm nhuyễn: 40g, Ớt băm: 10g, Tỏi băm: 10g, Nước mắm: 35ml, Đường cát: 25g, Nước màu dừa: 5ml, Dầu ăn: 15ml.",Nồi đất (tộ) để kho cá.,"Cá chốt cắt bỏ ngạnh, làm sạch ruột, chà muối cho bớt nhớt rồi rửa sạch, để ráo. Cho sả băm, ớt băm, tỏi băm vào nồi đất phi thơm với dầu ăn, múc bớt một nửa ra đĩa. Xếp cá vào nồi, cho nước mắm, đường, nước màu dừa và phần sả ớt còn lại vào ướp 15 phút. Đặt nồi lên bếp kho lửa lớn cho cá săn lại và thấm màu vàng nâu. Hạ lửa liu riu, thêm xíu nước ấm, kho đến khi nước sệt kẹo lại bám đều vào thân cá thì rắc phần sả ớt phi ban đầu lên trên rồi tắt bếp.",Cân bằng,
